Datetime,"('Adj Close', 'AAL')","('Adj Close', 'AAPL')","('Adj Close', 'AMD')","('Adj Close', 'AMZN')","('Adj Close', 'BA')","('Adj Close', 'BABA')","('Adj Close', 'BAC')","('Adj Close', 'BRK-B')","('Adj Close', 'DDOG')","('Adj Close', 'FB')","('Adj Close', 'GILD')","('Adj Close', 'HON')","('Adj Close', 'MRNA')","('Adj Close', 'MSFT')","('Adj Close', 'NIO')","('Adj Close', 'NKLA')","('Adj Close', 'PFE')","('Adj Close', 'TSLA')","('Adj Close', 'WFC')","('Adj Close', 'ZM')","('Close', 'AAL')","('Close', 'AAPL')","('Close', 'AMD')","('Close', 'AMZN')","('Close', 'BA')","('Close', 'BABA')","('Close', 'BAC')","('Close', 'BRK-B')","('Close', 'DDOG')","('Close', 'FB')","('Close', 'GILD')","('Close', 'HON')","('Close', 'MRNA')","('Close', 'MSFT')","('Close', 'NIO')","('Close', 'NKLA')","('Close', 'PFE')","('Close', 'TSLA')","('Close', 'WFC')","('Close', 'ZM')","('High', 'AAL')","('High', 'AAPL')","('High', 'AMD')","('High', 'AMZN')","('High', 'BA')","('High', 'BABA')","('High', 'BAC')","('High', 'BRK-B')","('High', 'DDOG')","('High', 'FB')","('High', 'GILD')","('High', 'HON')","('High', 'MRNA')","('High', 'MSFT')","('High', 'NIO')","('High', 'NKLA')","('High', 'PFE')","('High', 'TSLA')","('High', 'WFC')","('High', 'ZM')","('Low', 'AAL')","('Low', 'AAPL')","('Low', 'AMD')","('Low', 'AMZN')","('Low', 'BA')","('Low', 'BABA')","('Low', 'BAC')","('Low', 'BRK-B')","('Low', 'DDOG')","('Low', 'FB')","('Low', 'GILD')","('Low', 'HON')","('Low', 'MRNA')","('Low', 'MSFT')","('Low', 'NIO')","('Low', 'NKLA')","('Low', 'PFE')","('Low', 'TSLA')","('Low', 'WFC')","('Low', 'ZM')","('Open', 'AAL')","('Open', 'AAPL')","('Open', 'AMD')","('Open', 'AMZN')","('Open', 'BA')","('Open', 'BABA')","('Open', 'BAC')","('Open', 'BRK-B')","('Open', 'DDOG')","('Open', 'FB')","('Open', 'GILD')","('Open', 'HON')","('Open', 'MRNA')","('Open', 'MSFT')","('Open', 'NIO')","('Open', 'NKLA')","('Open', 'PFE')","('Open', 'TSLA')","('Open', 'WFC')","('Open', 'ZM')","('Volume', 'AAL')","('Volume', 'AAPL')","('Volume', 'AMD')","('Volume', 'AMZN')","('Volume', 'BA')","('Volume', 'BABA')","('Volume', 'BAC')","('Volume', 'BRK-B')","('Volume', 'DDOG')","('Volume', 'FB')","('Volume', 'GILD')","('Volume', 'HON')","('Volume', 'MRNA')","('Volume', 'MSFT')","('Volume', 'NIO')","('Volume', 'NKLA')","('Volume', 'PFE')","('Volume', 'TSLA')","('Volume', 'WFC')","('Volume', 'ZM')"
2020-12-14 15:50:00-05:00,16.725,122.07,94.9037,3163.0,229.035,257.1303,28.262,223.2399,102.23,274.72,59.97,212.29,154.64,214.69,41.135,16.42,39.175,639.5,28.6577,394.6533,16.725,122.07,94.9037,3163.0,229.035,257.1303,28.262,223.2399,102.23,274.72,59.97,212.29,154.64,214.69,41.135,16.42,39.175,639.5,28.6577,394.6533,16.8101,122.14,95.03,3163.0,229.34,257.38,28.27,223.32,102.3009,274.76,59.99,212.695,155.3,214.7,41.25,16.53,39.19,640.0,28.665,395.88,16.71,121.7108,94.55,3151.25,228.69,256.77,28.18,222.61,101.7245,273.56,59.75,212.19,154.33,213.82,41.03,16.39,39.105,638.0,28.5501,393.95,16.81,122.065,95.02,3162.7,229.34,257.24,28.2,222.815,102.23,274.4,59.84,212.39,155.2,214.34,41.22,16.5122,39.16,639.47,28.595,395.372,1657790,1566869,1016260,74480,200827,388201,895289,155343,68131,319946,445145,65178,309233,539252,1415045,363669,1714182,676794,575147,105701
2020-12-14 15:55:00-05:00,16.71,121.7,94.775,3156.97,228.63,256.39,28.22,222.69,102.27,273.92,59.83,211.7,155.14,214.21,41.0,16.43,39.21,639.8,28.63,395.97,16.71,121.7,94.775,3156.97,228.63,256.39,28.22,222.69,102.27,273.92,59.83,211.7,155.14,214.21,41.0,16.43,39.21,639.8,28.63,395.97,16.74,122.05,95.0,3164.7886,229.25,257.13,28.279,223.23,102.37,274.865,59.995,212.45,155.15,214.75,41.24,16.49,39.27,640.44,28.74,396.75,16.68,121.54,94.75,3151.6399,228.37,256.29,28.19,222.5,101.98,273.8,59.82,211.7,154.46,213.51,40.98,16.39,39.1,639.27,28.63,394.61,16.72,122.05,94.905,3162.6599,229.0,257.12,28.265,223.23,102.215,274.74,59.96,212.29,154.65,214.69,41.135,16.42,39.18,639.51,28.6523,394.8006,2154561,3894003,1381680,122916,486917,879136,2667352,392514,103799,510545,663856,135440,602404,1351558,1950710,455633,3754805,1092833,2462149,210326
2020-12-15 09:30:00-05:00,16.9263,125.17,96.9953,3175.9011,229.1375,254.55,28.5659,223.7756,101.443,274.2,59.91,213.86,154.76,214.53,41.96,16.6166,38.645,638.053,29.0877,401.995,16.9263,125.17,96.9953,3175.9011,229.1375,254.55,28.5659,223.7756,101.443,274.2,59.91,213.86,154.76,214.53,41.96,16.6166,38.645,638.053,29.0877,401.995,17.0,125.2499,97.64,3185.25,231.25,255.68,28.61,224.83,103.0797,275.98,59.98,214.305,157.28,215.42,42.65,16.82,39.1098,646.9,29.15,402.08,16.775,124.13,95.92,3166.325,228.7601,254.34,28.33,223.66,101.3,273.71,59.7,213.47,153.7,214.07,41.69,16.55,38.56,637.5,28.98,398.0748,16.99,124.34,95.93,3181.01,230.0,255.34,28.35,224.83,103.0797,274.83,59.82,214.0,157.0,215.165,42.47,16.71,39.06,643.28,29.13,398.505,4897510,9508947,5487451,233951,864228,2150388,2024621,224095,93940,547883,242677,47615,2300109,880895,8816954,911563,5499030,2870575,1524368,411953
2020-12-15 09:35:00-05:00,16.8357,126.2053,97.3218,3174.24,229.72,254.055,28.51,224.103,100.8555,273.89,60.01,214.2362,152.09,213.955,41.67,16.4786,38.99,639.1656,29.1348,402.892,16.8357,126.2053,97.3218,3174.24,229.72,254.055,28.51,224.103,100.8555,273.89,60.01,214.2362,152.09,213.955,41.67,16.4786,38.99,639.1656,29.1348,402.892,17.0,126.22,97.78,3178.3899,230.85,254.76,28.59,224.555,101.465,274.3392,60.07,214.45,154.76,214.56,42.1,16.7,39.18,641.3,29.165,404.5,16.79,124.98,96.91,3168.915,229.04,253.57,28.48,223.63,100.75,272.57,59.88,213.79,152.0,213.82,41.27,16.42,38.61,634.51,29.06,400.5,16.93,125.1662,97.0,3177.1399,229.1494,254.55,28.57,223.9054,101.37,274.3,59.9,214.12,154.76,214.525,41.965,16.602,38.645,637.9,29.0867,401.995,1685756,5745434,2527331,73964,329804,660893,1019787,84753,49313,416191,104372,15863,805436,563901,4847693,523038,2197638,1648691,1145521,167966
2020-12-15 09:40:00-05:00,16.6617,126.32,97.665,3167.5161,228.2335,254.0744,28.515,224.275,101.6,273.57,59.91,213.47,148.1348,213.77,42.1607,16.59,38.7137,642.55,29.11,405.5223,16.6617,126.32,97.665,3167.5161,228.2335,254.0744,28.515,224.275,101.6,273.57,59.91,213.47,148.1348,213.77,42.1607,16.59,38.7137,642.55,29.11,405.5223,16.855,126.65,97.98,3177.6699,229.99,254.68,28.56,224.47,101.87,274.27,60.05,214.345,152.3,214.365,42.1607,16.61,39.01,642.69,29.22,406.63,16.65,125.9,97.23,3162.0,228.0176,253.6,28.4801,223.81,100.3,273.18,59.89,213.47,147.0,213.6,41.54,16.48,38.5901,636.1001,29.05,402.97,16.8282,126.2017,97.324,3174.25,229.77,253.9901,28.515,224.085,100.95,273.9,60.01,214.25,152.1239,213.96,41.6799,16.48,38.98,639.13,29.13,402.97,1993799,6330106,2407062,65423,436015,412200,680790,65019,41605,209764,80181,13146,1895332,456737,3599492,250882,1770965,977307,790088,241792
2020-12-15 09:45:00-05:00,16.3441,126.9093,97.4387,3171.4451,224.9846,253.935,28.405,223.9352,101.3584,273.28,60.0003,212.64,149.38,214.06,42.19,16.4078,38.75,639.25,28.9277,404.02,16.3441,126.9093,97.4387,3171.4451,224.9846,253.935,28.405,223.9352,101.3584,273.28,60.0003,212.64,149.38,214.06,42.19,16.4078,38.75,639.25,28.9277,404.02,16.67,126.91,97.7739,3173.175,228.361,254.15,28.52,224.3592,101.76,273.6788,60.05,213.46,150.3,214.09,42.35,16.61,38.8,644.2,29.125,405.8,16.28,126.28,97.03,3164.0601,224.36,253.74,28.385,223.82,101.07,273.1535,59.9,212.64,147.22,213.58,41.89,16.35,38.67,638.38,28.91,402.5354,16.66,126.325,97.67,3168.0,228.274,254.0704,28.52,224.32,101.5516,273.5981,59.91,213.23,148.19,213.76,42.15,16.6,38.7181,642.4884,29.115,405.47,4741102,4515230,1616109,45454,931144,310143,589830,54622,40525,186495,171622,12416,1368458,347148,3458432,339626,1227885,1170692,725806,141062
2020-12-15 09:50:00-05:00,16.41,126.59,97.43,3184.5649,225.96,254.23,28.355,223.78,101.9,273.35,59.82,212.7669,149.86,213.91,42.385,16.28,38.745,640.68,28.965,407.78,16.41,126.59,97.43,3184.5649,225.96,254.23,28.355,223.78,101.9,273.35,59.82,212.7669,149.86,213.91,42.385,16.28,38.745,640.68,28.965,407.78,16.48,126.96,97.88,3188.5,226.08,254.31,28.42,223.955,102.11,273.62,60.035,212.98,150.5,214.09,42.58,16.43,38.78,642.7,29.0,408.2759,16.3341,126.32,97.41,3171.165,224.92,253.74,28.35,223.67,101.29,272.98,59.815,212.4,148.7,213.805,42.03,16.23,38.59,638.53,28.92,404.0101,16.3418,126.905,97.436,3172.03,224.96,253.9,28.41,223.955,101.29,273.315,59.99,212.525,149.4899,214.05,42.19,16.4059,38.7562,639.408,28.9249,404.24,2579712,4009205,1438669,84490,563112,318519,485897,42021,199070,311003,117949,15624,629534,285414,3189273,603210,1310483,764653,313157,225505
2020-12-15 09:55:00-05:00,16.4493,126.49,97.3086,3182.1299,225.8721,255.0723,28.308,223.58,102.19,273.09,59.635,212.31,148.6,213.635,42.1499,16.04,38.6042,641.7104,28.9425,405.25,16.4493,126.49,97.3086,3182.1299,225.8721,255.0723,28.308,223.58,102.19,273.09,59.635,212.31,148.6,213.635,42.1499,16.04,38.6042,641.7104,28.9425,405.25,16.47,126.62,97.515,3185.3799,226.2,255.09,28.36,223.81,102.4,273.37,59.83,213.04,150.5,214.03,42.56,16.29,38.74,642.36,28.99,408.66,16.305,126.11,96.82,3179.0415,224.76,254.0,28.28,223.48,101.9,272.91,59.62,212.16,148.6,213.59,42.06,16.01,38.54,637.43,28.9,405.25,16.415,126.59,97.4425,3185.3799,225.94,254.28,28.355,223.78,101.9,273.33,59.82,212.84,149.96,213.91,42.3831,16.275,38.74,640.5,28.97,407.54,2188724,3378132,1582955,58919,540640,376950,565465,57470,61122,301329,155828,23986,592552,366801,2840398,764458,1360996,855463,452015,121801
2020-12-15 10:00:00-05:00,16.47,126.36,97.41,3181.54,226.3495,254.44,28.35,223.44,103.31,272.25,59.585,212.06,148.77,213.96,42.42,16.29,38.63,640.87,29.02,407.47,16.47,126.36,97.41,3181.54,226.3495,254.44,28.35,223.44,103.31,272.25,59.585,212.06,148.77,213.96,42.42,16.29,38.63,640.87,29.02,407.47,16.5,126.52,97.68,3185.49,226.44,255.28,28.37,223.77,103.45,273.16,59.68,212.6,149.55,214.01,42.54,16.34,38.69,643.51,29.04,408.0499,16.41,126.19,96.9568,3178.01,225.2611,254.395,28.3,223.3638,102.05,272.11,59.54,211.88,148.3965,213.41,42.09,16.03,38.59,640.2901,28.95,404.76,16.45,126.485,97.33,3181.96,225.8784,255.02,28.31,223.61,102.19,273.09,59.64,212.25,148.7053,213.655,42.1201,16.04,38.61,641.59,28.95,405.4226,1610782,2247854,1202309,59046,476401,319928,583422,67797,123044,302324,114419,27437,481824,364762,2036401,573263,998699,735112,601430,118377
2020-12-15 10:05:00-05:00,16.5275,126.14,97.4338,3166.8799,226.21,253.6968,28.34,223.2832,104.3978,272.52,59.565,212.3,149.76,213.84,42.6711,16.23,38.4099,643.0823,29.02,406.5581,16.5275,126.14,97.4338,3166.8799,226.21,253.6968,28.34,223.2832,104.3978,272.52,59.565,212.3,149.76,213.84,42.6711,16.23,38.4099,643.0823,29.02,406.5581,16.57,126.58,97.86,3182.77,227.2136,254.61,28.4,223.6,105.38,272.64,59.65,212.7,149.8,214.2,42.85,16.34,38.63,646.49,29.08,407.98,16.4682,126.14,97.35,3166.0,226.19,253.6,28.33,223.18,103.365,272.0801,59.55,212.02,148.7503,213.82,42.42,16.17,38.37,639.14,29.02,406.0603,16.4682,126.35,97.41,3182.2451,226.3999,254.43,28.355,223.44,103.37,272.24,59.59,212.02,148.775,213.96,42.425,16.2999,38.63,640.9951,29.02,407.65,1608406,2256354,1177079,65703,395262,299203,575625,49001,479987,225178,71987,15600,414744,277059,3435969,235225,1841742,1154223,404581,94717
2020-12-15 10:10:00-05:00,16.3541,125.8466,97.14,3163.51,226.104,254.0,28.3329,223.75,104.295,273.225,59.63,212.75,150.2875,213.91,42.585,16.3578,38.565,643.77,28.99,406.835,16.3541,125.8466,97.14,3163.51,226.104,254.0,28.3329,223.75,104.295,273.225,59.63,212.75,150.2875,213.91,42.585,16.3578,38.565,643.77,28.99,406.835,16.53,126.155,97.4999,3171.1201,226.87,254.0232,28.37,223.97,104.38,273.53,59.63,212.75,150.39,214.0,42.72,16.3825,38.57,644.7,29.0399,407.7,16.35,125.82,97.02,3161.1299,225.8525,253.6,28.322,223.3,104.11,272.28,59.52,212.295,149.25,213.45,42.36,16.18,38.4,641.56,28.97,405.5,16.52,126.155,97.4499,3166.0601,226.3,253.695,28.3374,223.3,104.27,272.553,59.5611,212.295,149.67,213.83,42.6618,16.2299,38.4099,643.075,29.02,406.14,1724977,2319688,984535,67616,275877,248360,511977,65386,100402,280594,110802,10003,480760,351088,2712487,219855,1042075,740511,541243,86866
2020-12-15 10:15:00-05:00,16.41,125.9,97.556,3168.0,227.2007,253.83,28.33,223.57,105.1143,272.5399,59.5223,212.89,150.87,213.9434,43.2228,16.285,38.4349,645.5284,28.99,408.4529,16.41,125.9,97.556,3168.0,227.2007,253.83,28.33,223.57,105.1143,272.5399,59.5223,212.89,150.87,213.9434,43.2228,16.285,38.4349,645.5284,28.99,408.4529,16.4276,126.005,97.6,3169.25,227.44,254.14,28.365,223.81,105.27,273.44,59.655,212.935,151.21,214.01,43.26,16.37,38.57,646.35,29.02,408.86,16.35,125.45,97.01,3159.0,225.9,253.7301,28.29,223.5,104.15,272.4501,59.52,212.49,149.6,213.73,42.51,16.27,38.43,642.93,28.93,406.62,16.35,125.84,97.15,3163.0049,226.0701,254.0,28.33,223.7326,104.27,273.2199,59.63,212.76,150.2803,213.9,42.5969,16.346,38.565,643.69,28.985,406.845,1625208,2307418,1012222,57335,267433,198969,523539,38686,93979,179401,84561,17964,504582,221849,4370197,168850,933355,837169,419138,117506
2020-12-15 10:20:00-05:00,16.325,125.88,97.16,3164.365,227.47,254.31,28.33,223.63,105.57,272.19,59.495,213.07,152.72,213.92,43.375,16.2306,38.445,644.715,29.0,407.39,16.325,125.88,97.16,3164.365,227.47,254.31,28.33,223.63,105.57,272.19,59.495,213.07,152.72,213.92,43.375,16.2306,38.445,644.715,29.0,407.39,16.4,126.04,97.59,3169.6299,227.89,254.3199,28.35,223.74,105.63,272.635,59.609,213.07,152.73,214.04,43.4,16.285,38.47,645.59,29.0,409.195,16.31,125.77,97.08,3163.01,227.145,253.7,28.26,223.092,105.02,272.15,59.46,212.62,150.79,213.81,43.1,16.18,38.38,643.0101,28.9,407.18,16.4,125.9,97.55,3167.3589,227.2186,253.82,28.33,223.56,105.2387,272.525,59.53,212.88,150.945,213.95,43.23,16.285,38.435,645.3682,28.985,408.5249,1214179,1232374,1073649,27788,359438,236780,609343,74716,104161,166104,103239,15762,746510,259930,3492398,195496,947067,664003,530329,114723
2020-12-15 10:25:00-05:00,16.355,125.73,97.0179,3161.8999,227.9648,254.3043,28.285,223.23,105.505,272.39,59.48,212.94,153.56,213.67,43.5301,16.2399,38.419,643.595,28.985,408.1706,16.355,125.73,97.0179,3161.8999,227.9648,254.3043,28.285,223.23,105.505,272.39,59.48,212.94,153.56,213.67,43.5301,16.2399,38.419,643.595,28.985,408.1706,16.37,125.92,97.15,3165.6899,228.0,254.59,28.325,223.62,105.63,272.6699,59.52,213.19,153.68,213.94,43.67,16.24,38.47,645.4999,29.0,408.9665,16.29,125.49,96.8,3161.0,227.09,254.18,28.27,223.18,105.14,272.02,59.4711,212.86,151.84,213.61,43.3115,16.15,38.41,642.22,28.95,407.3,16.3236,125.88,97.15,3163.4299,227.4419,254.31,28.325,223.61,105.565,272.18,59.5,213.08,152.705,213.92,43.375,16.23,38.4433,644.7725,29.0,407.3,1004921,1497082,992404,28911,280004,204425,330408,50842,147317,134189,60509,25177,522628,224896,4014438,150677,1105238,464575,698009,84852
2020-12-15 10:30:00-05:00,16.355,125.965,96.8124,3166.9763,227.4401,254.77,28.3574,223.135,105.085,272.71,59.53,213.155,153.08,213.526,43.4,16.31,38.37,644.3999,29.071,409.51,16.355,125.965,96.8124,3166.9763,227.4401,254.77,28.3574,223.135,105.085,272.71,59.53,213.155,153.08,213.526,43.4,16.31,38.37,644.3999,29.071,409.51,16.38,125.965,97.26,3168.0,228.0,254.85,28.36,223.24,105.63,272.95,59.53,213.245,154.0799,213.68,43.71,16.36,38.41,645.02,29.09,409.65,16.32,125.59,96.76,3161.75,227.3359,254.03,28.28,223.04,105.06,272.3401,59.465,212.7,152.63,213.44,43.32,16.23,38.24,643.08,28.95,408.01,16.3548,125.73,97.03,3162.0701,227.965,254.28,28.29,223.15,105.53,272.4,59.48,212.91,153.6192,213.6767,43.54,16.23,38.41,643.6923,28.985,408.145,1077802,1457058,903362,30623,256076,153888,394005,36880,160178,129739,77757,16042,604795,340750,3435170,199530,1835914,547684,691856,115863
2020-12-15 10:35:00-05:00,16.247,125.5601,96.56,3158.0,226.39,254.68,28.265,222.88,104.774,271.75,59.4514,212.6653,151.85,213.1,43.3048,16.2689,38.23,642.5793,29.0,408.32,16.247,125.5601,96.56,3158.0,226.39,254.68,28.265,222.88,104.774,271.75,59.4514,212.6653,151.85,213.1,43.3048,16.2689,38.23,642.5793,29.0,408.32,16.3576,126.14,96.98,3167.1399,227.6,254.9,28.355,223.16,105.08,272.94,59.54,213.14,153.2,213.56,43.49,16.3361,38.38,645.02,29.08,410.32,16.22,125.53,96.515,3158.0,226.2,254.46,28.2474,222.73,104.68,271.57,59.4514,212.46,151.6401,213.07,43.21,16.23,38.22,642.3,28.98,408.04,16.3576,125.9645,96.82,3167.1399,227.5393,254.7495,28.355,223.13,105.057,272.73,59.52,213.14,153.1129,213.53,43.405,16.3,38.37,644.595,29.07,409.3529,1808008,2138139,793121,39602,227008,173950,633691,65174,63053,260125,83742,19430,405833,441530,2344897,129800,953738,490616,516962,207877
2020-12-15 10:40:00-05:00,16.2499,125.56,96.9299,3153.3701,226.607,254.84,28.3,223.14,104.21,271.8752,59.29,212.524,151.27,213.19,43.735,16.38,38.2574,643.68,29.085,407.01,16.2499,125.56,96.9299,3153.3701,226.607,254.84,28.3,223.14,104.21,271.8752,59.29,212.524,151.27,213.19,43.735,16.38,38.2574,643.68,29.085,407.01,16.27,125.7394,96.9698,3158.0,227.0244,254.96,28.32,223.16,104.82,272.16,59.46,212.8641,151.84,213.32,43.84,16.3889,38.32,644.7079,29.09,408.63,16.16,125.27,96.53,3150.48,226.25,254.47,28.25,222.7746,104.15,271.58,59.29,212.524,150.81,213.05,43.27,16.26,38.22,642.628,28.99,406.68,16.2416,125.58,96.56,3158.0,226.37,254.7,28.26,222.8575,104.82,271.74,59.46,212.62,151.777,213.1064,43.305,16.26,38.23,642.6974,29.0,408.24,1844943,1671866,533089,58062,275805,209886,370535,49149,76168,167495,138985,20875,398389,303345,2972764,138372,1090630,440577,329423,94925
2020-12-15 10:45:00-05:00,16.255,125.67,96.8,3150.53,227.2077,254.5,28.335,223.1,104.05,271.5193,59.3211,212.665,150.04,213.14,43.4,16.37,38.295,642.1286,29.1077,405.66,16.255,125.67,96.8,3150.53,227.2077,254.5,28.335,223.1,104.05,271.5193,59.3211,212.665,150.04,213.14,43.4,16.37,38.295,642.1286,29.1077,405.66,16.27,125.72,96.9985,3157.46,227.25,254.97,28.3477,223.31,104.34,272.23,59.355,212.72,151.3664,213.47,43.75,16.4,38.32,643.8791,29.12,407.39,16.2218,125.44,96.6314,3150.0,226.39,254.35,28.3,223.09,103.82,271.45,59.265,212.45,149.99,213.05,43.3,16.33,38.25,640.245,29.07,405.54,16.25,125.58,96.94,3152.6399,226.63,254.85,28.3,223.13,104.17,271.89,59.3,212.46,151.3,213.2,43.74,16.385,38.255,643.85,29.09,407.14,1245052,1118867,645740,54510,150187,172593,245472,38722,95377,170184,62050,23545,471570,283876,2625425,141897,733513,654230,433522,68882
2020-12-15 10:50:00-05:00,16.3451,125.94,97.0619,3148.1101,227.86,254.62,28.37,223.345,104.2301,271.47,59.2871,212.59,151.2194,213.29,43.16,16.37,38.245,640.79,29.21,406.4889,16.3451,125.94,97.0619,3148.1101,227.86,254.62,28.37,223.345,104.2301,271.47,59.2871,212.59,151.2194,213.29,43.16,16.37,38.245,640.79,29.21,406.4889,16.35,125.95,97.08,3151.4255,227.92,254.66,28.39,223.5,104.31,271.84,59.335,212.74,151.2411,213.29,43.43,16.4,38.3,642.05,29.22,406.91,16.25,125.56,96.45,3145.019,227.03,254.17,28.33,223.07,103.821,271.0752,59.27,212.5,150.0,212.805,43.15,16.3,38.21,638.25,29.11,404.91,16.25,125.6757,96.805,3151.4255,227.1871,254.47,28.331,223.09,104.1,271.5499,59.3211,212.69,150.0021,213.13,43.39,16.36,38.295,642.04,29.11,405.655,1681849,1211296,863459,54486,132682,232644,336922,35223,39702,255867,70929,19211,256157,414678,2298295,156722,930400,691788,360420,88072
2020-12-15 10:55:00-05:00,16.4165,125.945,96.8667,3138.8899,228.5305,253.545,28.4269,223.5253,104.03,270.617,59.41,213.18,150.6606,212.88,42.95,16.355,38.2626,639.2201,29.285,404.215,16.4165,125.945,96.8667,3138.8899,228.5305,253.545,28.4269,223.5253,104.03,270.617,59.41,213.18,150.6606,212.88,42.95,16.355,38.2626,639.2201,29.285,404.215,16.44,126.04,97.11,3149.1201,228.74,254.65,28.44,223.55,104.24,271.51,59.46,213.18,151.26,213.3279,43.18,16.39,38.28,641.395,29.3,406.8,16.325,125.79,96.83,3135.3999,227.76,253.54,28.37,223.24,103.98,270.44,59.29,212.655,150.3001,212.76,42.92,16.34,38.2221,638.91,29.2,403.66,16.3415,125.9308,97.0584,3148.95,227.855,254.63,28.37,223.32,104.2,271.45,59.29,212.68,151.2195,213.28,43.165,16.3622,38.2426,640.9109,29.202,406.377,1188722,1217644,604052,66424,205047,375869,423483,37383,44491,243073,95994,34463,190545,338928,2518947,139240,617074,484963,478286,87257
2020-12-15 11:00:00-05:00,16.3618,125.405,96.25,3140.8799,228.82,253.1,28.415,223.6662,103.14,270.25,59.42,213.11,150.0,212.73,42.85,16.19,38.3937,631.5291,29.305,403.06,16.3618,125.405,96.25,3140.8799,228.82,253.1,28.415,223.6662,103.14,270.25,59.42,213.11,150.0,212.73,42.85,16.19,38.3937,631.5291,29.305,403.06,16.42,125.9467,96.86,3143.0,228.99,253.58,28.47,223.75,104.06,270.96,59.42,213.2982,151.2599,212.91,43.12,16.35,38.4274,639.95,29.35,404.21,16.32,125.395,96.23,3138.0,228.3099,253.01,28.41,223.5,103.02,270.21,59.3311,212.92,150.0,212.72,42.83,16.18,38.24,631.45,29.275,402.63,16.41,125.93,96.85,3138.2051,228.46,253.55,28.42,223.53,104.025,270.59,59.41,213.12,150.73,212.885,42.9444,16.35,38.26,639.19,29.28,404.21,1217068,1403278,808414,51743,210232,394863,370286,46878,61721,263877,68452,19524,250754,222538,2314931,186625,1035480,1239101,373187,67251
2020-12-15 11:05:00-05:00,16.3997,125.38,95.875,3132.6204,228.8541,253.045,28.415,223.5709,102.805,269.83,59.355,213.39,150.3694,212.475,43.0252,16.2724,38.3687,631.4799,29.3471,402.4613,16.3997,125.38,95.875,3132.6204,228.8541,253.045,28.415,223.5709,102.805,269.83,59.355,213.39,150.3694,212.475,43.0252,16.2724,38.3687,631.4799,29.3471,402.4613,16.42,125.46,96.27,3141.8108,228.89,253.34,28.44,223.71,103.31,270.26,59.46,213.39,150.84,212.73,43.05,16.3,38.4174,633.39,29.375,403.63,16.34,125.13,95.45,3130.49,227.53,252.7605,28.365,223.43,102.5659,269.26,59.355,212.86,149.35,212.24,42.73,16.13,38.32,625.55,29.24,401.0,16.37,125.4,96.25,3140.0,228.81,253.0843,28.42,223.6937,103.085,270.25,59.41,213.11,150.0,212.73,42.86,16.19,38.395,631.44,29.3,403.06,868351,1511950,1531216,67208,239084,402540,576943,51188,57647,408553,76492,35959,315281,375873,2252150,165676,678511,1819943,509671,87874
2020-12-15 11:10:00-05:00,16.475,125.49,96.0699,3135.3799,229.1629,252.5999,28.515,224.13,102.9,269.4366,59.375,213.74,150.58,212.59,43.05,16.25,38.4474,633.705,29.485,401.78,16.475,125.49,96.0699,3135.3799,229.1629,252.5999,28.515,224.13,102.9,269.4366,59.375,213.74,150.58,212.59,43.05,16.25,38.4474,633.705,29.485,401.78,16.48,125.61,96.13,3136.1958,229.37,253.04,28.52,224.25,103.1191,270.02,59.4,213.86,150.7807,212.62,43.13,16.28,38.475,633.98,29.49,402.35,16.38,125.306,95.6,3131.02,228.6,252.4,28.4101,223.58,102.71,269.27,59.305,213.39,150.0987,212.31,42.93,16.18,38.32,630.3,29.345,401.06,16.4,125.3767,95.8859,3133.4399,228.8872,253.035,28.415,223.6,102.8455,269.845,59.36,213.4068,150.445,212.47,43.02,16.28,38.36,631.4599,29.345,402.35,879032,1197933,888081,37941,371835,407188,669690,57156,34799,210124,168157,14730,157159,275241,1577402,76082,643427,960879,540728,50366
2020-12-15 11:15:00-05:00,16.4595,125.7511,96.26,3137.5801,229.2999,252.6767,28.455,224.11,102.81,269.2,59.3406,213.51,150.7481,212.6601,42.97,16.2682,38.51,634.23,29.429,401.21,16.4595,125.7511,96.26,3137.5801,229.2999,252.6767,28.455,224.11,102.81,269.2,59.3406,213.51,150.7481,212.6601,42.97,16.2682,38.51,634.23,29.429,401.21,16.51,125.8398,96.374,3137.8,229.3,253.0,28.515,224.22,103.0,269.4376,59.385,213.74,150.95,212.67,43.0478,16.2804,38.53,634.5,29.49,402.6988,16.44,125.3,95.78,3131.0,228.67,252.3,28.44,224.036,102.7,268.94,59.32,213.46,150.11,212.39,42.8409,16.2201,38.43,631.78,29.4,401.16,16.4799,125.49,96.0699,3134.3,229.15,252.59,28.51,224.09,103.0,269.43,59.38,213.7364,150.51,212.595,43.045,16.25,38.445,633.35,29.48,401.61,1062226,3992342,1095243,36079,135616,276532,450688,45708,25562,263474,55424,25663,160830,195495,1029943,72881,765873,661625,289841,59258
